idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,USD
2652,292f52a7-1b45-4f18-8855-29896befd22c,USER__043,2024-12-22,Hotel Booking,Service Apartment,OYO Rooms,5402.35,43.07,25.4,869,Bank Transfer,Successful,MERCH_0506,iOS,Urban,65.34504
2653,ccef6aae-efda-4e12-802f-258b2cf6c979,USER__117,2024-12-07,Rent Payment,PG Accommodation,Airbnb,2630.86,31.12,6.24,571,Credit Card,Successful,MERCH_0965,Android,Urban,31.94376
2654,653a0e49-3e12-466b-8c61-a71addb90321,USER__186,2024-11-09,Internet Bill,Fiber 100Mbps Plan,Jio Fiber,42.9,23.56,99.96,354,UPI,Successful,MERCH_0158,Android,Urban,0.7975199999999999
2655,ead1e393-487f-48d8-b9b6-c2e7496f88ba,USER__164,2024-09-09,Movie Ticket,Baahubali 2,SPI Cinemas,3538.34,0.97,80.68,644,UPI,Successful,MERCH_0091,Android,Urban,42.47172
2656,4f96b69f-cecf-461d-8c5a-2b94d737b5c9,USER__001,2024-11-27,Flight Booking,Pune to Goa,Ixigo,570.81,48.63,78.47,307,Debit Card,Successful,MERCH_0222,iOS,Urban,7.43328
2657,8a16215a-2c00-4457-a7e9-6385100f1c08,USER__188,2024-09-21,Taxi Fare,City Ride,Ola,836.56,45.38,35.71,480,Wallet Balance,Successful,MERCH_0265,Android,Suburban,10.58328
2658,42a4ba4c-ef7a-4bf8-810c-27019de1e72c,USER__180,2024-12-09,Gas Bill,Industrial Gas Supply,Indraprastha Gas,1831.64,38.0,0.43,578,Credit Card,Successful,MERCH_0545,Android,Rural,22.43568
2659,c1e5377d-b40e-4b54-be76-7d298330a058,USER__139,2024-12-24,Electricity Bill,Temporary Connection Bill,Tata Power,1208.93,29.26,40.92,312,Debit Card,Successful,MERCH_0028,iOS,Suburban,14.85828
2660,9c3188e0-af58-4269-9422-225ab6954ac8,USER__195,2024-09-05,Movie Ticket,Avengers: Endgame,Carnival Cinemas,3129.6,41.1,88.69,600,Wallet Balance,Successful,MERCH_0398,iOS,Rural,38.0484
2661,45cc1b0a-9a3e-4044-884b-dc16fce5aa4d,USER__181,2024-11-10,Water Bill,Borewell Charges,Hyderabad Water Board,6933.82,7.83,93.04,858,Wallet Balance,Successful,MERCH_0925,Android,Urban,83.29979999999999
2663,c7a8630d-cc8c-4d1a-addc-fc0d15906837,USER__088,2024-11-18,Mobile Recharge,Postpaid Plan 599,BSNL,1663.96,18.68,80.37,377,Bank Transfer,Successful,MERCH_0103,Android,Urban,20.19168
2664,8b80bf06-dde6-47f7-bacc-0d5f4b44f463,USER__200,2024-09-16,Rent Payment,Commercial Space Rent,OYO Life,9950.54,1.31,97.05,818,Credit Card,Successful,MERCH_0915,Android,Suburban,119.4222
2665,ee1e7c26-89c9-45df-9e5a-ae4e56e41e93,USER__076,2024-09-14,Movie Ticket,Baahubali 2,Carnival Cinemas,2110.45,8.59,37.96,683,Debit Card,Successful,MERCH_0856,Android,Rural,25.42848
2666,608b9d14-96d5-4fc4-9c66-3d80242e615f,USER__123,2024-10-11,Bus Ticket,Volvo Multi-Axle,Paytm Bus,1276.29,23.62,15.9,233,Wallet Balance,Successful,MERCH_0847,Web,Urban,15.598919999999998
2667,aac9e88b-672d-4811-9518-534fc27251ce,USER__006,2024-12-12,Bus Ticket,Volvo Multi-Axle,Paytm Bus,6619.43,15.21,80.62,122,Credit Card,Successful,MERCH_0124,Android,Urban,79.61568000000001
2668,64b42c52-ce53-41a2-aac2-e08a038fba7a,USER__165,2024-10-26,Education Fee,Digital Marketing Certification,Unacademy,7919.26,42.02,91.1,521,Debit Card,Successful,MERCH_0584,Android,Suburban,95.53536000000001
2669,593d6f67-882d-4e92-a0d0-c81a75951cea,USER__180,2024-09-09,Electricity Bill,Industrial Bill,CESC,5519.81,16.55,67.07,733,Debit Card,Successful,MERCH_0500,Android,Urban,66.43632000000001
2670,62190e6c-6cd4-447c-9a04-86530e8dccde,USER__194,2024-09-13,Gift Card,Rs. 500 E-Gift Card,Amazon Pay,5989.86,44.59,16.94,626,Debit Card,Successful,MERCH_0613,iOS,Urban,72.4134
2671,a8c55c9b-6ec0-498e-a8d2-e4856a9436a2,USER__046,2024-11-09,Loan Repayment,Business Loan Repayment,Axis Bank,86.53,21.44,3.23,916,Bank Transfer,Successful,MERCH_0197,Android,Urban,1.29564
2672,07dab37e-c58f-4718-9d3c-973ade9408d4,USER__186,2024-10-05,Electricity Bill,Commercial Bill,MSEDCL,3871.23,16.31,88.69,743,Wallet Balance,Successful,MERCH_0207,Android,Urban,46.65048
2673,ff830e29-482a-4938-a4e1-edb6a768c9e0,USER__027,2024-11-25,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,2936.18,19.48,59.17,205,Credit Card,Successful,MERCH_0946,Android,Rural,35.46792
2674,a1307a77-48d2-434e-897f-739225c60b06,USER__062,2024-09-04,Food Delivery,Chilli Paneer,Domino's,2655.09,38.58,89.75,177,UPI,Successful,MERCH_0648,iOS,Suburban,32.324040000000004
2675,2680e9ec-192e-40e1-888d-2dc47cb6a26f,USER__167,2024-10-23,Mobile Recharge,Data Pack 50GB,Jio,9874.69,43.58,22.22,320,Debit Card,Successful,MERCH_0991,Android,Urban,119.01924000000001
2676,49953597-596d-41e8-b48a-cf30100759ea,USER__163,2024-09-02,Flight Booking,Pune to Goa,Cleartrip,3899.42,35.58,99.23,304,UPI,Successful,MERCH_0453,Android,Suburban,47.22
2677,39aa7d8f-19f2-4a4e-bb01-19f37fff6134,USER__192,2024-11-19,Food Delivery,Vegetable Biryani,Uber Eats,3151.88,40.66,28.29,322,Bank Transfer,Successful,MERCH_0485,Web,Suburban,38.31048
2678,7b179b02-cd9a-4e91-a544-531c48a76337,USER__150,2024-11-10,Education Fee,IELTS Training,Udemy,5286.2,33.72,73.08,71,Debit Card,Successful,MERCH_0833,Android,Urban,63.839040000000004
2679,0476799e-3f9b-43ee-8de5-9f6b29e3c43b,USER__149,2024-10-17,Grocery Shopping,Dairy Milk Chocolate,Amazon Pantry,7305.75,35.25,64.55,201,Bank Transfer,Successful,MERCH_0739,Android,Urban,88.092
2680,e4a4353a-1c54-432f-adc7-d35136fea79b,USER__094,2024-12-28,Gaming Credits,1000 Game Coins,PUBG Mobile,5914.57,0.95,1.24,37,Wallet Balance,Successful,MERCH_0400,Android,Urban,70.98624
2681,122ef475-dc99-4248-ad58-ed97a9d0b2e6,USER__061,2024-09-08,Electricity Bill,Temporary Connection Bill,CESC,9534.49,21.45,78.61,319,Bank Transfer,Successful,MERCH_0841,Android,Urban,114.67128000000001
2682,9f0ff66d-c4fc-4391-a856-49aff87c18ac,USER__121,2024-11-01,Electricity Bill,Residential Bill,CESC,7889.21,42.36,58.79,57,Wallet Balance,Successful,MERCH_0607,Android,Urban,95.17884
2683,be06e70c-5d9e-4f26-8a60-bef60e98c415,USER__005,2024-10-18,Electricity Bill,Residential Bill,MSEDCL,3648.04,3.92,64.5,674,Bank Transfer,Successful,MERCH_0729,iOS,Suburban,43.82352
2684,940994aa-dfd4-45dc-9d39-3726c3fb1c20,USER__126,2024-10-15,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,4480.53,18.37,11.64,63,Credit Card,Successful,MERCH_0215,iOS,Urban,53.986799999999995
2685,9054a818-4261-4751-a0cd-3dfdbf9d07ad,USER__116,2024-09-10,Food Delivery,Chilli Paneer,Domino's,6610.9,41.48,77.39,843,Debit Card,Successful,MERCH_0212,Android,Urban,79.82856
2686,e0fe6656-7de7-4c20-84ab-830d1955047b,USER__137,2024-10-23,Hotel Booking,Deluxe Room,MakeMyTrip,5290.79,13.22,58.4,432,Wallet Balance,Successful,MERCH_0301,iOS,Suburban,63.648120000000006
2687,3fb590f1-4cbb-4b58-a870-a10a11a9e112,USER__112,2024-11-26,Insurance Premium,Travel Insurance,LIC,5730.81,35.26,99.13,861,Bank Transfer,Successful,MERCH_0058,iOS,Urban,69.19284
2688,cd05c377-2e2e-4c26-8e3d-f51435e4472a,USER__193,2025-01-09,Gaming Credits,Legendary Weapon,Call of Duty Mobile,8192.13,1.29,34.21,768,Wallet Balance,Successful,MERCH_0728,iOS,Urban,98.32104
2689,270d540f-9aa1-493b-8ba9-76963de29e48,USER__194,2024-09-24,Taxi Fare,Outstation Trip,Rapido,4365.33,36.49,95.39,645,UPI,Successful,MERCH_0350,Android,Rural,52.821839999999995
2690,2e1c7054-f36a-477f-9cbe-47b5e3d7fdc6,USER__034,2024-09-04,Grocery Shopping,Dairy Milk Chocolate,BigBasket,905.17,27.29,64.56,827,Bank Transfer,Successful,MERCH_0056,Web,Suburban,11.18952
2691,affa6aff-fff6-4c46-b8b9-4dc5e2f593bb,USER__056,2025-01-06,Streaming Service,Student Offer,ZEE5,7713.76,29.88,81.92,982,Bank Transfer,Successful,MERCH_0164,Android,Urban,92.92368
2692,d04e8183-9202-4dd3-8854-fdf9e8d06089,USER__034,2024-10-11,Rent Payment,Co-working Space,Nestaway,2555.63,26.09,84.72,894,Wallet Balance,Successful,MERCH_0590,iOS,Suburban,30.980640000000005
2693,c2447648-9975-4eca-8c64-2b2684f90dde,USER__146,2024-09-19,Education Fee,Python Programming Course,BYJU'S,28.28,44.99,81.73,123,Credit Card,Successful,MERCH_0519,Android,Urban,0.8792400000000001
2694,ed823204-0df5-4916-acfa-a1c66fdfe51d,USER__193,2024-12-22,Loan Repayment,Home Loan EMI,Bajaj Finserv,2007.04,27.14,46.35,114,Bank Transfer,Successful,MERCH_0530,Android,Urban,24.41016
2695,f7cc4260-f648-4494-ad1f-0a9c806de5cf,USER__073,2025-01-04,Streaming Service,Basic Plan,Netflix,5057.05,43.68,47.01,667,UPI,Successful,MERCH_0693,iOS,Urban,61.208760000000005
2697,92d828fc-2a4a-4c26-8a9a-aa8843589fbd,USER__047,2024-11-26,Education Fee,Digital Marketing Certification,Unacademy,1964.52,5.81,26.68,638,Debit Card,Successful,MERCH_0340,Android,Urban,23.64396
2698,3cfe48a6-a9e1-47b3-9518-2ab457a8b0dc,USER__091,2024-12-30,Electricity Bill,Commercial Bill,CESC,2684.43,48.73,11.58,112,Debit Card,Successful,MERCH_0627,Android,Suburban,32.79792
2699,992e5eaf-b814-41e0-9d43-a64f0227a7f2,USER__164,2024-11-19,Gas Bill,Industrial Gas Supply,Mahanagar Gas,1595.44,35.77,54.49,440,Debit Card,Successful,MERCH_0859,Web,Urban,19.57452
2700,38c573cf-1cff-4b11-a7e5-19d2317495a4,USER__025,2024-10-21,Gas Bill,Auto LPG,Bharat Gas,1155.24,14.63,65.27,579,Credit Card,Successful,MERCH_0149,Android,Urban,14.038440000000001
2702,56e03a79-1eb5-4a1c-a594-88df8a821066,USER__179,2024-10-21,Taxi Fare,Share Ride,Jugnoo,6765.71,46.44,86.99,922,Wallet Balance,Successful,MERCH_0170,Android,Urban,81.7458
2703,23e0fe79-c406-4a26-ad12-3823a70812e6,USER__166,2024-09-20,Flight Booking,Ahmedabad to Jaipur,Cleartrip,7970.15,29.39,96.35,425,Bank Transfer,Successful,MERCH_0317,Android,Urban,95.99448
2704,3cf247ba-cca6-4b7b-ba8d-43c11ef6a5f5,USER__176,2024-10-16,Movie Ticket,Baahubali 2,Carnival Cinemas,3339.98,18.81,8.04,722,Wallet Balance,Successful,MERCH_0570,Android,Urban,40.30548
2705,a0dd2946-c7cd-490d-94df-cb4bb56262e9,USER__081,2024-10-08,Food Delivery,Chilli Paneer,Uber Eats,1428.5,44.47,59.78,116,Bank Transfer,Successful,MERCH_0567,Android,Suburban,17.67564
2706,84b940ea-faa6-4339-9d64-53e978493932,USER__099,2024-12-08,Insurance Premium,Term Life Policy,ICICI Prudential,3818.54,48.12,36.86,481,Bank Transfer,Successful,MERCH_0221,Android,Suburban,46.39992
2708,bb6811b4-af0c-461e-b321-c5bf13bd9429,USER__148,2024-10-31,Gaming Credits,Premium Skin,Minecraft,5741.06,45.63,1.43,570,Bank Transfer,Successful,MERCH_0579,iOS,Urban,69.44028
2709,730c6732-5015-4a87-b6bc-6283dbb5dd7b,USER__122,2024-11-19,Bus Ticket,Semi-Sleeper,Goibibo,5913.64,29.82,93.39,875,Bank Transfer,Successful,MERCH_0156,Android,Urban,71.32152
2710,56597276-7108-4608-87c2-5c20968e82db,USER__024,2024-09-21,Internet Bill,Business Internet Plan,BSNL Broadband,4375.6,37.57,4.88,666,Debit Card,Successful,MERCH_0747,Android,Suburban,52.958040000000004
2711,eac3f7ae-54f2-4ad6-b91b-484312a2ede4,USER__087,2024-11-11,Streaming Service,Standard Plan,ZEE5,6580.66,32.74,90.78,539,UPI,Successful,MERCH_0898,iOS,Suburban,79.3608
2712,f2f58426-b0a7-437f-bf33-fe01c2457dc9,USER__058,2024-11-18,Movie Ticket,Avengers: Endgame,SPI Cinemas,424.5,8.05,9.29,830,Credit Card,Successful,MERCH_0984,Web,Urban,5.1906
2713,83407789-6ea8-436c-bd40-f08e24b2c817,USER__149,2024-09-05,Education Fee,Python Programming Course,Udemy,8047.29,41.18,89.89,474,Wallet Balance,Successful,MERCH_0791,iOS,Urban,97.06164000000001
2714,279fb61a-7e3f-44c6-a8ca-aae26892388d,USER__090,2024-09-04,Hotel Booking,Service Apartment,MakeMyTrip,2625.2,24.2,3.65,284,UPI,Successful,MERCH_0802,Web,Urban,31.792799999999996
2715,0aa870ad-5df7-496d-95e6-d0991e1e7d01,USER__065,2024-10-22,Flight Booking,Ahmedabad to Jaipur,Ixigo,2166.42,14.81,8.74,607,Bank Transfer,Successful,MERCH_0424,Android,Urban,26.17476
2716,ed3c0f4e-5399-4222-b9aa-3c257fb4794e,USER__006,2024-10-15,Movie Ticket,Avengers: Endgame,SPI Cinemas,8365.6,42.49,85.03,347,UPI,Successful,MERCH_0222,Android,Urban,100.89708
2717,24c73857-cf9f-4162-aeab-7d25c525d2b6,USER__175,2024-10-04,Online Shopping,Fitness Tracker,Amazon,9269.83,23.92,26.14,144,Bank Transfer,Successful,MERCH_0630,Android,Urban,111.525
2718,a0cf37b5-f478-4084-8281-77b9c1faa163,USER__085,2024-11-11,Education Fee,Data Science Bootcamp,Udemy,2543.58,37.47,39.05,804,Credit Card,Successful,MERCH_0297,Android,Urban,30.972599999999996
2719,cb55ccef-65dd-4591-8046-8897320f5f0a,USER__109,2024-10-13,Bus Ticket,Semi-Sleeper,MakeMyTrip Bus,3639.69,29.84,70.97,904,Wallet Balance,Successful,MERCH_0340,iOS,Urban,44.03436000000001
2720,88ec63fb-73ae-4a2c-b07b-d40a455d2a66,USER__118,2024-12-22,Education Fee,Data Science Bootcamp,BYJU'S,6255.35,11.47,18.36,925,Debit Card,Successful,MERCH_0626,Android,Rural,75.20184
2721,85b09b38-5295-4b0e-8354-96c56391af13,USER__110,2024-10-04,Bus Ticket,Sleeper Class,MakeMyTrip Bus,8858.35,22.12,78.74,64,Bank Transfer,Successful,MERCH_0773,iOS,Suburban,106.56564000000002
2722,31e0210d-b10a-4f57-bda9-14111a1f389b,USER__064,2024-11-22,Bus Ticket,Non-AC Seater,AbhiBus,5234.69,13.6,78.38,817,Wallet Balance,Successful,MERCH_0081,iOS,Urban,62.97948
2723,2a0c4fee-b5b0-4c63-bc6a-77bbffc9fcc9,USER__013,2024-11-01,Education Fee,Python Programming Course,BYJU'S,1401.7,32.35,77.06,170,Credit Card,Successful,MERCH_0373,iOS,Urban,17.2086
2724,3c5a59e8-623e-4da6-98f9-2bd3a8270367,USER__093,2024-11-10,Food Delivery,Butter Chicken,Swiggy,8763.32,6.79,42.19,323,UPI,Successful,MERCH_0759,Android,Urban,105.24132000000002
2725,79c0ce2e-778c-4f9b-9073-2c358e82eb1a,USER__025,2024-10-12,Insurance Premium,Term Life Policy,SBI Life,1597.69,25.8,48.67,521,UPI,Successful,MERCH_0752,iOS,Urban,19.48188
2726,abbcfcfc-1422-4e28-8af7-f2bcbd36b507,USER__193,2024-12-14,Insurance Premium,Motor Insurance,ICICI Prudential,2143.49,4.28,18.17,338,Bank Transfer,Successful,MERCH_0266,Android,Rural,25.77324
2727,4cb7070f-8181-4b37-9886-fbd35baa56c5,USER__108,2024-10-22,Loan Repayment,Education Loan EMI,HDFC Bank,8671.27,33.96,93.26,419,Bank Transfer,Successful,MERCH_0446,Android,Suburban,104.46276
2728,fc17f100-85db-4e05-b795-a89d9eabeafc,USER__055,2024-12-04,Electricity Bill,Industrial Bill,BSES,2955.61,15.46,63.57,442,UPI,Successful,MERCH_0582,Android,Suburban,35.652840000000005
2729,5b3bbfcf-3abb-4609-9cec-c317d578b56e,USER__087,2024-10-10,Water Bill,Commercial Property,Bangalore Water Supply,1909.36,28.74,90.62,647,UPI,Successful,MERCH_0589,iOS,Urban,23.2572
2730,3fbee77e-f297-4339-8592-04aa1201e7ef,USER__024,2024-11-05,Flight Booking,Pune to Goa,EaseMyTrip,7435.35,31.7,52.83,397,Credit Card,Successful,MERCH_0111,Android,Urban,89.6046
2731,2c663ae2-f94c-4288-9072-a3f4ee1eea0e,USER__063,2024-10-12,Mobile Recharge,Annual Plan 2999,Idea,2459.74,28.72,56.49,546,Debit Card,Successful,MERCH_0269,iOS,Suburban,29.861519999999995
2732,db72798b-4094-45f4-bc45-1789535627ef,USER__094,2024-11-27,Flight Booking,Ahmedabad to Jaipur,Ixigo,5199.28,36.48,64.27,301,Wallet Balance,Successful,MERCH_0879,iOS,Suburban,62.829119999999996
2733,db942dfa-97e5-464d-8845-a49418d6022a,USER__144,2024-11-10,Streaming Service,Basic Plan,Hotstar,8770.15,39.66,45.01,832,Credit Card,Successful,MERCH_0534,Android,Urban,105.71772
2734,6291867a-e2d0-4718-961d-ebfbebc64c04,USER__193,2024-10-28,Grocery Shopping,Whole Wheat Atta,Nature's Basket,7107.54,7.11,2.31,329,UPI,Successful,MERCH_0989,iOS,Urban,85.3758
2735,96f5b112-939e-4526-bbbf-b8c2ea63260d,USER__174,2024-09-09,Movie Ticket,3 Idiots,SPI Cinemas,3502.52,34.96,4.4,649,Debit Card,Successful,MERCH_0582,iOS,Suburban,42.44976
2736,be68966e-49f4-44e5-9492-d9b3b1266a1f,USER__053,2024-09-03,Movie Ticket,Dangal,Cinepolis,6185.16,14.62,12.06,777,Bank Transfer,Successful,MERCH_0331,Android,Urban,74.39735999999999
2737,8100d2ae-02e4-4aca-852e-53db7788706f,USER__197,2024-09-06,Grocery Shopping,Mixed Fruit Jam,Amazon Pantry,3827.62,49.11,87.12,693,Credit Card,Successful,MERCH_0147,iOS,Urban,46.52076
2738,80ed3418-8311-445c-b3bd-e88218b7cb77,USER__024,2024-09-04,Electricity Bill,Agricultural Bill,Tata Power,3873.96,47.15,58.26,351,Bank Transfer,Successful,MERCH_0831,Android,Urban,47.05332
2739,1c8a9ff8-eee5-4a0e-9af6-34a430a227e5,USER__011,2024-12-27,Streaming Service,Student Offer,ZEE5,9450.77,17.52,60.89,272,Bank Transfer,Successful,MERCH_0074,Android,Urban,113.61948000000001
2740,3931c3c0-427e-4914-bffb-47e4f7fc1a87,USER__191,2024-09-21,Hotel Booking,Dormitory Bed,Fab Hotels,5659.58,32.34,71.85,937,Debit Card,Successful,MERCH_0079,iOS,Urban,68.30304
2741,601790fb-3896-4219-898b-a269b00e4aa8,USER__047,2025-01-10,Gas Bill,Domestic LPG Cylinder,Mahanagar Gas,5264.31,19.12,85.51,82,Debit Card,Successful,MERCH_0086,Android,Suburban,63.401160000000004
2742,cf18f129-f91c-4c85-9fc8-7bfbe354b2dc,USER__163,2024-11-09,Online Shopping,Wireless Earbuds,Flipkart,9666.56,6.92,16.45,904,Debit Card,Successful,MERCH_0868,iOS,Urban,116.08176
2743,c51bae53-e8a6-49b4-9d66-f6c9155ae1eb,USER__151,2024-10-15,Gaming Credits,1000 Game Coins,Roblox,7823.5,32.25,15.56,409,Bank Transfer,Successful,MERCH_0449,Web,Suburban,94.269
2744,d523d886-a517-46e9-88a7-57b500a3b972,USER__172,2024-12-12,Online Shopping,Steel Toe Shoes,Snapdeal,9316.72,48.48,15.03,779,Wallet Balance,Successful,MERCH_0701,Android,Suburban,112.38239999999999
2745,8eb89f45-d533-4cc7-80be-33754ba4eb7c,USER__168,2024-11-08,Bus Ticket,AC Seater,RedBus,6016.49,41.9,32.74,918,UPI,Successful,MERCH_0978,Android,Rural,72.70067999999999
2746,9e50cf4c-8dca-4ad3-babe-01952184a4ec,USER__184,2024-09-20,Hotel Booking,Deluxe Room,Treebo,5825.14,1.02,50.04,765,Debit Card,Successful,MERCH_0389,iOS,Urban,69.91392
2747,8a1d7fd5-716e-49c2-95a6-98691a840498,USER__097,2025-01-03,Streaming Service,Basic Plan,Netflix,4838.26,9.16,49.51,617,Debit Card,Successful,MERCH_0680,Android,Rural,58.16904
2748,0c72963c-992c-4565-8fbf-1520fab2efac,USER__009,2024-09-06,Rent Payment,1BHK Apartment Rent,Airbnb,7053.16,27.26,0.95,7,Credit Card,Successful,MERCH_0417,iOS,Urban,84.96504
2749,e918c280-6062-4067-a474-ee48c0ebdee4,USER__170,2024-12-31,Education Fee,IELTS Training,Vedantu,8713.3,28.45,77.01,805,Wallet Balance,Successful,MERCH_0424,Web,Urban,104.901
2750,d4bf029f-5084-4fcf-939a-22637e23d1cb,USER__047,2024-10-29,Gas Bill,Piped Natural Gas,Gujarat Gas,6412.32,17.23,17.39,994,Wallet Balance,Successful,MERCH_0945,Android,Urban,77.15459999999999
2751,3a24a334-650f-4636-b102-a25fc30308b4,USER__036,2024-12-20,Electricity Bill,Commercial Bill,Reliance Energy,1828.85,12.65,65.8,438,Bank Transfer,Successful,MERCH_0046,Android,Rural,22.098
2752,da64e223-b7dd-41d4-969f-71a492051974,USER__161,2024-11-14,Loan Repayment,Car Loan Installment,ICICI Bank,2251.54,8.73,71.4,409,Debit Card,Successful,MERCH_0139,iOS,Urban,27.12324
2754,d3a8287d-c87a-4f01-a5e3-09aed0bd4455,USER__003,2024-10-26,Taxi Fare,Rental Package,Rapido,5231.83,49.32,74.16,823,Bank Transfer,Successful,MERCH_0400,iOS,Urban,63.373799999999996
2755,700be83b-19a7-4072-ae77-26770e225768,USER__039,2024-09-30,Online Shopping,Laptop Backpack,Myntra,1933.59,30.76,87.48,445,Bank Transfer,Successful,MERCH_0029,iOS,Urban,23.5722
2756,5524e673-6147-459d-b441-27dcd245603f,USER__025,2024-10-08,Food Delivery,Masala Dosa,Uber Eats,8876.22,37.28,53.94,805,Debit Card,Successful,MERCH_0617,iOS,Urban,106.962
2757,9c5cb610-952d-4afe-ae34-c3917a9fa147,USER__106,2024-12-08,Gas Bill,Auto LPG,Mahanagar Gas,7991.03,5.25,90.26,442,Debit Card,Successful,MERCH_0337,Web,Urban,95.95536
2758,8b88b7c9-fe1b-44b5-acfe-6670d6f425b0,USER__180,2024-11-25,Food Delivery,Pizza Margherita,Swiggy,6926.49,26.61,92.95,263,UPI,Successful,MERCH_0839,iOS,Suburban,83.43719999999999
2759,80428a35-a252-4256-8cfc-06158558fb5c,USER__022,2024-12-12,Insurance Premium,Term Life Policy,ICICI Prudential,4486.83,24.06,30.86,364,Wallet Balance,Successful,MERCH_0393,Android,Urban,54.130680000000005
2760,5af6b103-8b65-4c0e-8ee7-d6de0b195cf8,USER__200,2024-09-25,Online Shopping,Laptop Backpack,Myntra,7946.33,46.11,88.81,466,Credit Card,Successful,MERCH_0780,iOS,Urban,95.90928
2761,043b8cd4-ea43-498f-bcb8-cf4656ac31e7,USER__003,2024-12-04,Movie Ticket,Baahubali 2,Carnival Cinemas,4510.2,28.2,61.48,935,Debit Card,Successful,MERCH_0445,iOS,Urban,54.4608
2762,6e8f88a1-90f0-4051-bf56-d38d0da997eb,USER__104,2024-09-14,Education Fee,Python Programming Course,Udemy,6010.77,18.62,44.78,128,Debit Card,Successful,MERCH_0884,iOS,Urban,72.35268
2763,59c2f19a-ade7-4df1-9645-d9319dd5d04c,USER__144,2024-11-29,Internet Bill,Fiber 100Mbps Plan,ACT Fibernet,7280.91,43.77,28.52,330,Bank Transfer,Successful,MERCH_0013,Android,Urban,87.89616000000001
2764,2271a936-a53f-4f21-89a4-5bd004c75a8a,USER__084,2024-12-26,Education Fee,Digital Marketing Certification,Unacademy,2155.65,18.9,8.35,996,Wallet Balance,Successful,MERCH_0464,iOS,Urban,26.094600000000003
2765,f479c5c6-62a5-405c-91a2-de3c2ce5e732,USER__062,2024-10-10,Water Bill,Commercial Property,Mumbai Water,1276.65,47.95,87.06,54,Wallet Balance,Successful,MERCH_0761,iOS,Urban,15.895200000000003
2766,d8305a28-cff0-4587-8975-f65224d91314,USER__017,2024-09-20,Education Fee,Python Programming Course,Coursera,7081.57,43.22,76.7,768,Wallet Balance,Successful,MERCH_0904,Android,Urban,85.49748
2767,f029a6d2-a7db-4528-9c97-977b6fa03250,USER__124,2024-12-27,Streaming Service,Standard Plan,Hotstar,6401.47,23.61,87.59,217,UPI,Successful,MERCH_0478,iOS,Suburban,77.10096
2768,7dd814ca-7d4b-4f6d-adca-2e4655d27b00,USER__023,2024-12-26,Water Bill,Borewell Charges,Hyderabad Water Board,3483.29,28.99,69.63,353,Wallet Balance,Successful,MERCH_0798,Android,Urban,42.14736
2769,01b0baa6-d14d-473e-b5ee-ab5ad10a23bf,USER__140,2024-11-16,Streaming Service,Premium Plan,ZEE5,6778.88,19.72,44.96,919,Credit Card,Successful,MERCH_0548,Android,Urban,81.5832
2770,9c79a1ed-94dc-4bef-ab8e-b6c3f5f5c9ab,USER__084,2024-12-13,Food Delivery,Butter Chicken,Domino's,2724.78,29.48,84.21,116,Credit Card,Successful,MERCH_0285,Web,Suburban,33.051120000000004
2771,c7aa836c-202c-4073-b271-2c7ce212cd05,USER__142,2024-12-03,Rent Payment,2BHK Flat Deposit,Housing.com,1810.13,16.47,99.91,914,Wallet Balance,Successful,MERCH_0446,Android,Suburban,21.919200000000004
2772,c2b69486-ccc6-4d15-9228-c23b46729b77,USER__013,2024-11-25,Water Bill,Industrial Use,Delhi Jal Board,4879.24,10.15,5.93,611,Bank Transfer,Successful,MERCH_0515,Android,Suburban,58.67267999999999
2773,9690e325-48f2-4fdb-88a3-64099dcf8eb8,USER__173,2024-12-29,Online Shopping,Wireless Earbuds,Nykaa,6484.33,24.84,57.81,422,Credit Card,Successful,MERCH_0973,iOS,Urban,78.11004
2774,660df3dc-6733-43e4-a0b5-3968e51c3d72,USER__170,2024-09-17,Electricity Bill,Industrial Bill,MSEDCL,7373.7,43.64,51.78,402,Credit Card,Successful,MERCH_0208,iOS,Urban,89.00808
2775,41e56623-3a30-42ec-8175-35f1072e3fc8,USER__009,2024-11-25,Taxi Fare,Airport Transfer,Meru,2155.04,38.1,14.47,906,Credit Card,Successful,MERCH_0386,Android,Urban,26.31768
2776,1ffa8d38-50c6-4d94-8b7a-20f1c9435ac9,USER__162,2024-09-15,Streaming Service,Premium Plan,SonyLIV,9856.75,15.95,82.17,617,Wallet Balance,Successful,MERCH_0692,Android,Suburban,118.47240000000001
2777,c268816a-0d8d-42d3-968e-0562d10463a8,USER__162,2025-01-02,Food Delivery,Pizza Margherita,Domino's,1511.61,33.27,69.73,974,Debit Card,Successful,MERCH_0121,Android,Urban,18.53856
2778,1076d59a-68d9-49e0-b25c-f809621e8cc1,USER__172,2024-10-11,Mobile Recharge,Annual Plan 2999,Jio,3108.42,48.29,69.94,284,Bank Transfer,Successful,MERCH_0048,Android,Urban,37.880520000000004
2779,31b5e0c4-4ff4-4b0c-9167-b2845db25251,USER__194,2024-12-22,Insurance Premium,Health Insurance,ICICI Prudential,5250.2,10.65,33.03,92,UPI,Successful,MERCH_0882,Android,Urban,63.130199999999995
