Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,USD,Merchant
2/06/2017,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,141.0,Expense,INR,1.692,Best Buy
1/06/2017,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR,0.288,Lyft
1/06/2017,Saving Bank account 1,Food,Milk,milk 1lit ,65.0,Expense,INR,0.78,Starbucks
1/06/2017,Saving Bank account 1,Saving Bank account 2,,,100.0,Transfer-Out,INR,1.2,Starbucks
1/06/2017,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Target
1/06/2017,Cash,maid,,,1000.0,Expense,INR,12.0,Walmart
1/06/2017,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR,120.0,Uber
31/05/2017 20:47,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,655.0,Expense,INR,7.86,Target
31/05/2017 10:25,Saving Bank account 1,Salary,,From workplace ,56970.0,Income,INR,683.64,Home Depot
30/05/2017 19:57,Saving Bank account 1,Food,Dinner,5 chapati,25.0,Expense,INR,0.3,Home Depot
30/05/2017 19:57,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Best Buy
30/05/2017 17:04,Cash,Food,beverage,Slice + Pepsi,40.0,Expense,INR,0.48,Amazon
30/05/2017 17:04,Cash,Food,Lunch,2 veg Frankie,120.0,Expense,INR,1.44,Amazon
30/05/2017 17:02,Cash,Household,Kitchen,Crockery,275.0,Expense,INR,3.3,Amazon
30/05/2017 11:35,Saving Bank account 1,Food,Tea,2 tea,34.0,Expense,INR,0.408,Walmart
30/05/2017 9:41,Cash,Transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR,0.96,Walmart
30/05/2017 9:41,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Shell
29/05/2017 9:25,Saving Bank account 1,Food,Grocery,Half kg potato + half kg banana,35.0,Expense,INR,0.42,Target
29/05/2017 9:25,Cash,Education,Stationary,Xerox,30.0,Expense,INR,0.36,Amazon
29/05/2017 9:25,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Amazon
28/05/2017 20:47,Saving Bank account 1,Household,Kirana,,996.0,Expense,INR,11.952,Walmart
28/05/2017 20:47,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR,0.288,eBay
28/05/2017 19:39,Cash,Food,vegetables,,45.0,Expense,INR,0.54,Starbucks
28/05/2017 19:39,Saving Bank account 1,Food,Grocery,Mango 1 kg,140.0,Expense,INR,1.68,Amazon
28/05/2017 19:27,Cash,Food,Grocery,,30.0,Expense,INR,0.36,Home Depot
28/05/2017 19:27,Saving Bank account 1,Food,vegetables,,60.0,Expense,INR,0.72,Walmart
28/05/2017 19:16,Saving Bank account 1,Food,breakfast,Medu vada 1 plate + dal vada 1,70.0,Expense,INR,0.84,Home Depot
27/05/2017 18:20,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Home Depot
27/05/2017 13:21,Saving Bank account 1,Education,Stationary,Print outs+ Xerox,20.0,Expense,INR,0.24,Lyft
27/05/2017 13:21,Saving Bank account 1,Food,vegetables,Pav kg tomato,20.0,Expense,INR,0.24,Uber
25/05/2017 8:47,Cash,Food,snacks,Ragda Puri,30.0,Expense,INR,0.36,Shell
25/05/2017 8:47,Cash,Transportation,Train,Place 0 to Vikhroli single,15.0,Expense,INR,0.18,Uber
24/05/2017 8:46,Saving Bank account 1,subscription,Cable TV,,261.0,Expense,INR,3.132,eBay
24/05/2017 8:46,Cash,Food,snacks,Samosa pav @ kurla,15.0,Expense,INR,0.18,Lyft
24/05/2017 8:46,Cash,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR,0.36,eBay
24/05/2017 8:46,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Walmart
23/05/2017 22:10,Saving Bank account 1,Food,snacks,Gupta bhel,25.0,Expense,INR,0.3,Best Buy
23/05/2017 22:09,Cash,Household,Kirana,Rasna orange,46.0,Expense,INR,0.552,Best Buy
23/05/2017 22:08,Saving Bank account 1,Education,Stationary,White board pen 25 + duster 50,75.0,Expense,INR,0.9,Home Depot
22/05/2017 17:30,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,88.0,Expense,INR,1.056,Home Depot
22/05/2017 17:29,Saving Bank account 1,Household,Appliances,3 pin Holder,50.0,Expense,INR,0.6,Walmart
22/05/2017 9:55,Saving Bank account 1,Food,beverage,Coke 750ml,40.0,Expense,INR,0.48,eBay
22/05/2017 9:44,Saving Bank account 1,Food,beverage,sugarcane juice,15.0,Expense,INR,0.18,Uber
22/05/2017,Saving Bank account 1,Life Insurance,,,11043.0,Transfer-Out,INR,132.516,Home Depot
21/05/2017 15:34,Cash,Transportation,Train,2 Place 0 to Place 4 return,30.0,Expense,INR,0.36,Amazon
21/05/2017 15:33,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Lyft
21/05/2017 15:26,Cash,Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,Expense,INR,0.288,Home Depot
21/05/2017 9:40,Cash,Transportation,auto,Decathlon to station,20.0,Expense,INR,0.24,Best Buy
21/05/2017,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261.0,Expense,INR,3.132,Target
18/05/2017 16:11,Saving Bank account 1,Food,Dinner,pav bhaji + 5 pav extra,219.0,Expense,INR,2.628,Target
18/05/2017 16:11,Cash,Food,Tea,,10.0,Expense,INR,0.12,Starbucks
18/05/2017 16:11,Saving Bank account 1,Food,vegetables,,60.0,Expense,INR,0.72,Home Depot
18/05/2017 16:11,Saving Bank account 1,Food,Lunch,Bhai poli,45.0,Expense,INR,0.54,Target
18/05/2017 11:06,Saving Bank account 1,Food,breakfast,Poha,25.0,Expense,INR,0.3,Shell
18/05/2017 11:06,Cash,Beauty,grooming,Shaving,50.0,Expense,INR,0.6,Home Depot
18/05/2017 11:06,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Home Depot
18/05/2017 11:06,Cash,Food,Tea,,10.0,Expense,INR,0.12,Target
17/05/2017 14:12,Cash,Food,Tea,,5.0,Expense,INR,0.06,Amazon
17/05/2017 14:12,Saving Bank account 1,Food,Ice cream,Vanila family pack,99.0,Expense,INR,1.188,Lyft
17/05/2017 14:12,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210.0,Expense,INR,2.52,eBay
17/05/2017 10:27,Cash,Food,Tea,,10.0,Expense,INR,0.12,Starbucks
16/05/2017 19:10,Cash,Food,Tea,,10.0,Expense,INR,0.12,Shell
16/05/2017 14:39,Saving Bank account 1,Beauty,grooming,Razor Blade,247.0,Expense,INR,2.964,Starbucks
16/05/2017 13:22,Saving Bank account 1,Food,Lunch,Non veg combo meal,234.0,Expense,INR,2.808,eBay
16/05/2017 13:11,Cash,Food,Tea,,5.0,Expense,INR,0.06,Shell
15/05/2017 20:42,Saving Bank account 1,subscription,Newspaper,March 210 + April 170,380.0,Expense,INR,4.56,Amazon
15/05/2017 19:28,Cash,Food,Dinner,Veg cheese grill sandwich,100.0,Expense,INR,1.2,Shell
15/05/2017 19:28,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR,0.42,Shell
14/05/2017 20:06,Saving Bank account 1,Household,Kirana,Shev bhaji sev,50.0,Expense,INR,0.6,Shell
14/05/2017 14:21,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.0,Expense,INR,2.904,Amazon
13/05/2017 20:51,Saving Bank account 1,Food,Dinner,Non veg overloaded pizza,242.0,Expense,INR,2.904,Home Depot
13/05/2017 18:02,Cash,Food,Tea,,10.0,Expense,INR,0.12,Best Buy
13/05/2017 18:02,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR,0.24,Uber
13/05/2017 10:43,Cash,Food,Tea,,5.0,Expense,INR,0.06,Lyft
13/05/2017 10:43,Saving Bank account 1,Food,breakfast,Medu vada 1 plate,35.0,Expense,INR,0.42,Walmart
12/05/2017,Cash,Food,Tea,,10.0,Expense,INR,0.12,Starbucks
12/05/2017,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR,0.24,Amazon
12/05/2017,Cash,Food,Tea,,10.0,Expense,INR,0.12,Lyft
12/05/2017,Saving Bank account 1,Family,Pocket money,,5000.0,Expense,INR,60.0,Interac Transfer
11/05/2017,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233.0,Expense,INR,2.796,Starbucks
11/05/2017,Saving Bank account 1,subscription,Tata Sky,,230.0,Expense,INR,2.76,Uber
11/05/2017,Cash,Food,Tea,,10.0,Expense,INR,0.12,Target
11/05/2017,Saving Bank account 1,Beauty,grooming,Body hair removal cream,318.0,Expense,INR,3.816,Shell
10/05/2017,Saving Bank account 1,Education,Stationary,Courier,100.0,Expense,INR,1.2,Lyft
10/05/2017,Saving Bank account 1,Education,Stationary,Xerox,12.0,Expense,INR,0.144,Best Buy
10/05/2017,Saving Bank account 1,Education,Stationary,2 envelope,24.0,Expense,INR,0.288,Walmart
10/05/2017,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR,0.24,eBay
10/05/2017,Cash,Food,snacks,Sweet bread cake 85 + veg puff 2,125.0,Expense,INR,1.5,Home Depot
10/05/2017,Saving Bank account 1,Food,Lunch,Dudhi 30 + 3 chapati,45.0,Expense,INR,0.54,Shell
10/05/2017,Saving Bank account 1,Food,breakfast,Tea + 2 kachori,34.0,Expense,INR,0.408,Lyft
10/05/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Shell
10/05/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR,12.0,eBay
9/05/2017,Cash,Food,Ice cream,Cornetto butterscotch,40.0,Expense,INR,0.48,Amazon
9/05/2017,Cash,Food,Tea,,10.0,Expense,INR,0.12,Amazon
9/05/2017,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR,0.24,Best Buy
9/05/2017,Saving Bank account 1,Food,Lunch,Chana masala 30 + 3 chapati,45.0,Expense,INR,0.54,eBay
8/05/2017,Saving Bank account 1,Food,Dinner,Egg fry + chicken lollypop,191.0,Expense,INR,2.292,Amazon
8/05/2017,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR,0.42,Walmart
7/05/2017,Saving Bank account 1,Food,Dinner,Aloo mutter sabji,30.0,Expense,INR,0.36,Best Buy
7/05/2017,Saving Bank account 1,Food,snacks,Chicken manchow soup,98.0,Expense,INR,1.176,Starbucks
7/05/2017,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,INR,3.552,Best Buy
7/05/2017,Saving Bank account 1,Food,breakfast,Double omlet pav + tea,45.0,Expense,INR,0.54,Starbucks
7/05/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,eBay
6/05/2017,Cash,Food,Dinner,5 chapati,25.0,Expense,INR,0.3,eBay
6/05/2017,Cash,Food,snacks,Veg puff,20.0,Expense,INR,0.24,Walmart
6/05/2017,Cash,Food,Tea,,10.0,Expense,INR,0.12,Home Depot
6/05/2017,Saving Bank account 1,Food,Lunch,Paneer masala + hara bhara kabab 6 pcs,330.0,Expense,INR,3.96,Best Buy
5/05/2017,Saving Bank account 1,Food,Dinner,Bhendi masala 30 + 3 chapati,45.0,Expense,INR,0.54,Lyft
5/05/2017,Cash,Food,beverage,sugarcane juice,20.0,Expense,INR,0.24,Target
5/05/2017,Saving Bank account 1,Food,breakfast,Bread,33.0,Expense,INR,0.396,Uber
5/05/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Amazon
5/05/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR,12.0,Uber
4/05/2017,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,INR,3.552,eBay
3/05/2017,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR,0.18,Target
3/05/2017,Cash,Transportation,Train,40 Place 0 to Place 3 return+ 20 single,60.0,Expense,INR,0.72,Amazon
3/05/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Amazon
3/05/2017,Cash,Transportation,Train,Place 0 to Place 6 return,10.0,Expense,INR,0.12,Amazon
3/05/2017,Saving Bank account 1,Household,Kitchen,Gas stove elica 3 burner,8825.0,Expense,INR,105.9,Walmart
3/05/2017,Saving Bank account 1,Gift,,Decathlon shoes,1811.0,Expense,INR,21.732,Walmart
3/05/2017,Cash,Transportation,train,Place 3 to Place 2 sevagram,1100.0,Expense,INR,13.2,eBay
3/05/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR,32.4012,Lyft
2/05/2017,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR,0.48,Starbucks
2/05/2017,Saving Bank account 1,Apparel,Footwear,Puma Troy mu running shoes,2421.0,Expense,INR,29.052,Home Depot
2/05/2017,Saving Bank account 1,Food,Tea,2 cups,20.0,Expense,INR,0.24,Uber
2/05/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Target
1/05/2017,Cash,maid,,,1000.0,Expense,INR,12.0,eBay
1/05/2017,Saving Bank account 1,Food,Dinner,2 Fried rice,321.0,Expense,INR,3.852,Starbucks
1/05/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Amazon
1/05/2017,Cash,Transportation,Train,2 Place 0 to WS single,10.0,Expense,INR,0.12,Best Buy
1/05/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Amazon
1/05/2017,Saving Bank account 1,Apparel,Clothing,Shorts for Family,399.0,Expense,INR,4.788,Uber
1/05/2017,Saving Bank account 1,Apparel,Clothing,H&M Tshirt for Family,599.0,Expense,INR,7.188,Target
1/05/2017,Saving Bank account 1,Other,,To savings account,100.0,Expense,INR,1.2,Home Depot
1/05/2017,Saving Bank account 1,Food,flour mill,M D sure 1kg atta,47.0,Expense,INR,0.564,Home Depot
1/05/2017,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Home Depot
1/05/2017,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Amazon
30/04/2017 23:04,Saving Bank account 1,Food,Ice cream,chocobar,10.0,Expense,INR,0.12,eBay
30/04/2017 21:08,Saving Bank account 1,Salary,,From workplace ,56957.0,Income,INR,683.484,Uber
30/04/2017 21:03,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Walmart
30/04/2017 21:03,Cash,Food,fruits,6 bananas,25.0,Expense,INR,0.3,Target
30/04/2017 21:02,Saving Bank account 1,Food,Dinner,Chicken lollypop 8 pcs,221.0,Expense,INR,2.652,eBay
30/04/2017 19:53,Cash,Food,snacks,2 Pani Puri+ 1 samosa chat,110.0,Expense,INR,1.32,Shell
30/04/2017 8:32,Saving Bank account 1,Food,Grocery,Chota bread,17.0,Expense,INR,0.204,Target
30/04/2017 8:31,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Amazon
28/04/2017 11:17,Saving Bank account 1,Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30.0,Expense,INR,0.36,Amazon
28/04/2017 11:17,Saving Bank account 1,subscription,Netflix,1 month subscription,149.0,Expense,INR,1.788,Shell
27/04/2017 9:35,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,eBay
26/04/2017 11:25,Saving Bank account 1,Gift,,farewell contribution,385.0,Expense,INR,4.62,eBay
25/04/2017 10:30,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR,0.288,Walmart
25/04/2017 9:21,Cash,Transportation,auto,Place 6 station to college,10.0,Expense,INR,0.12,eBay
25/04/2017 9:21,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR,0.24,Walmart
25/04/2017 9:21,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Lyft
25/04/2017 9:20,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Walmart
24/04/2017 23:51,Saving Bank account 1,Other,,Family's Wristwatch repair,170.0,Expense,INR,2.04,Target
23/04/2017 23:52,Saving Bank account 1,Food,vegetables,Ladyfinger pav kg,15.0,Expense,INR,0.18,eBay
23/04/2017 23:52,Saving Bank account 1,Food,snacks,2 Veg puff,40.0,Expense,INR,0.48,Walmart
22/04/2017 9:06,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR,0.24,Shell
22/04/2017 9:06,Saving Bank account 1,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR,0.36,eBay
22/04/2017 7:26,Saving Bank account 1,Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,Expense,INR,2.46,Target
21/04/2017 20:26,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR,0.48,Shell
21/04/2017,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261.0,Expense,INR,3.132,Home Depot
20/04/2017 20:42,Saving Bank account 1,Household,Kirana,Smart point,621.68,Expense,INR,7.46016,Best Buy
20/04/2017 14:03,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Shell
18/04/2017 18:20,Saving Bank account 1,Food,Ice cream,Raspberry dolly,20.0,Expense,INR,0.24,Best Buy
18/04/2017 13:19,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR,0.768,Amazon
17/04/2017 19:56,Saving Bank account 1,Food,Dinner,"The X restaurant, Place 1",1076.0,Expense,INR,12.912,Lyft
17/04/2017 19:56,Saving Bank account 1,Family,clothes,H&M clothes,1497.0,Expense,INR,17.964,Interac Transfer
16/04/2017 16:30,Saving Bank account 1,subscription,Tata Sky,,192.0,Expense,INR,2.304,eBay
14/04/2017 20:04,Saving Bank account 1,Family,Pocket money,,5000.0,Expense,INR,60.0,Interac Transfer
12/04/2017,Saving Bank account 1,Food,breakfast,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,125.0,Expense,INR,1.5,Best Buy
10/04/2017,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR,0.24,Home Depot
10/04/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Walmart
10/04/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR,12.0,Target
7/04/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,Uber
6/04/2017,Saving Bank account 1,Transportation,train,Place 6 to Place 2 - 3Tier AC cancellation charges,213.6,Expense,INR,2.5632,Amazon
5/04/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Best Buy
5/04/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR,12.0,Uber
4/04/2017,Saving Bank account 1,Food,Ice cream,chocobar (25)+ chocolate cup (20),45.0,Expense,INR,0.54,Shell
3/04/2017,Saving Bank account 1,Food,snacks,1 chicken shawarma,60.0,Expense,INR,0.72,Starbucks
3/04/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR,32.4012,eBay
1/04/2017,Cash,Food,snacks,egg roll,40.0,Expense,INR,0.48,Uber
1/04/2017,Cash,Food,Grocery,Half kg potato,10.0,Expense,INR,0.12,Target
1/04/2017,Cash,Food,Grocery,Sambar masala (32)+ 2 milkybar,52.0,Expense,INR,0.624,Shell
1/04/2017,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Uber
1/04/2017,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR,120.0,Walmart
31/03/2017 22:08,Saving Bank account 1,Salary,,From workplace ,56102.0,Income,INR,673.224,Lyft
31/03/2017 21:08,Cash,Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR,0.72,Starbucks
31/03/2017 21:07,Cash,Transportation,Taxi,siddhivinayak to shiv sena bhavan,30.0,Expense,INR,0.36,Amazon
31/03/2017 21:06,Cash,Transportation,Taxi,Dadar West to siddhivinayak,30.0,Expense,INR,0.36,Uber
31/03/2017 21:03,Cash,Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0,Expense,INR,5.94,Walmart
31/03/2017 21:02,Cash,Transportation,auto,Place 4 station to Place 4 plaza,15.0,Expense,INR,0.18,Home Depot
31/03/2017 21:01,Cash,Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500.0,Expense,INR,30.0,Lyft
31/03/2017 21:00,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR,0.18,Home Depot
31/03/2017 10:20,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Starbucks
30/03/2017 20:15,Saving Bank account 1,Interest,,interest paid,508.0,Income,INR,6.096,Starbucks
30/03/2017 20:15,Saving Bank account 1,Household,Kirana,,245.0,Expense,INR,2.94,Uber
28/03/2017 11:59,Cash,Food,beverage,Soda water,12.0,Expense,INR,0.144,Home Depot
27/03/2017 21:25,Saving Bank account 1,Household,Appliances,USB cord,260.0,Expense,INR,3.12,Home Depot
27/03/2017 21:25,Saving Bank account 1,Food,Milk,milk 1lit ,60.0,Expense,INR,0.72,Shell
26/03/2017 19:25,Saving Bank account 1,Household,Kirana,Smart,786.0,Expense,INR,9.432,Lyft
26/03/2017 13:43,Saving Bank account 1,Food,Milk,milk 1 lit,60.0,Expense,INR,0.72,eBay
25/03/2017 14:50,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR,0.24,Amazon
25/03/2017 14:50,Saving Bank account 1,Gpay Reward,,reward Gpay,6.0,Income,INR,0.072,eBay
25/03/2017 14:50,Saving Bank account 1,Health,Medicine,Tablet,29.0,Expense,INR,0.348,Walmart
25/03/2017 14:50,Saving Bank account 1,Health,Medicine,Jel,110.0,Expense,INR,1.32,Target
25/03/2017 14:49,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1,900.0,Expense,INR,10.8,Lyft
25/03/2017 13:41,Cash,Health,Hospital,Doctor Fees,150.0,Expense,INR,1.8,Uber
25/03/2017 9:14,Cash,Food,Milk,milk 1 lit,60.0,Expense,INR,0.72,Uber
23/03/2017 22:04,Saving Bank account 1,Family,Pocket money,,3000.0,Expense,INR,36.0,Interac Transfer
23/03/2017 22:03,Saving Bank account 1,Food,beverage,3 sugarcane juice,60.0,Expense,INR,0.72,Uber
23/03/2017 13:49,Saving Bank account 1,Other,,Fifa 21 pc,1499.0,Expense,INR,17.988,Uber
22/03/2017 23:18,Cash,Transportation,auto,2 Place 0 to Current Residence,20.0,Expense,INR,0.24,Target
22/03/2017 23:16,Cash,Transportation,auto,,50.0,Expense,INR,0.6,Amazon
22/03/2017 23:14,Cash,Household,Furniture,Mattress advance,500.0,Expense,INR,6.0,Walmart
22/03/2017 23:11,Cash,Transportation,auto,within city,33.0,Expense,INR,0.396,Starbucks
22/03/2017 23:11,Cash,Transportation,Bus,2 Place 6 to Place 7,18.0,Expense,INR,0.216,Target
22/03/2017 23:10,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR,0.24,Home Depot
22/03/2017 23:10,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Shell
22/03/2017 6:57,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,600.0,Expense,INR,7.2,Best Buy
20/03/2017 11:45,Saving Bank account 1,Household,Appliances,2 Spike guard,450.0,Expense,INR,5.4,Starbucks
19/03/2017 13:28,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR,3.552,Best Buy
18/03/2017 9:41,Cash,Food,snacks,2 samosa (32) + 25 Pani Puri,57.0,Expense,INR,0.684,Shell
18/03/2017 9:41,Saving Bank account 1,Food,Grocery,,160.0,Expense,INR,1.92,eBay
18/03/2017 9:41,Cash,Food,fruits,Grapes + apple + guava,310.0,Expense,INR,3.72,Walmart
16/03/2017 20:40,Cash,Other,,scrap,70.0,Income,INR,0.84,Lyft
16/03/2017 20:39,Saving Bank account 1,subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820.0,Expense,INR,33.84,Amazon
15/03/2017 6:17,Cash,Household,Kitchen,drainage powder,50.0,Expense,INR,0.6,Best Buy
15/03/2017 6:17,Cash,Household,Kirana,2 toast+ 2 parle g + Marie gold,111.0,Expense,INR,1.332,Target
15/03/2017 6:17,Cash,Food,Ice cream,2 softy,40.0,Expense,INR,0.48,Target
14/03/2017 20:20,Cash,Household,Hardware,2 bath stool,300.0,Expense,INR,3.6,Uber
13/03/2017 21:47,Cash,Food,Grocery,,100.0,Expense,INR,1.2,Target
13/03/2017 21:46,Cash,Household,Hardware,Wall hanging clipboard,400.0,Expense,INR,4.8,Starbucks
13/03/2017 21:30,Cash,Beauty,grooming,hair cut,100.0,Expense,INR,1.2,Amazon
13/03/2017 14:08,Cash,Household,Hardware,ceiling fans repair,1600.0,Expense,INR,19.2,Walmart
12/03/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Shell
12/03/2017,Cash,Food,beverage,2 sugarcane juice,40.0,Expense,INR,0.48,Shell
12/03/2017,Cash,Food,Lunch,pav bhaji pav(90) + 4 pav extra(40),130.0,Expense,INR,1.56,Lyft
12/03/2017,Cash,Culture,Movie,2 Batman tickets,440.0,Expense,INR,5.28,eBay
12/03/2017,Cash,Transportation,Train,2 Place 0 to Place 4 return,40.0,Expense,INR,0.48,Home Depot
12/03/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Amazon
11/03/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,eBay
11/03/2017,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR,0.24,Lyft
11/03/2017,Cash,Food,snacks,bhel + shev puri,60.0,Expense,INR,0.72,Target
11/03/2017,Saving Bank account 1,Food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200.0,Expense,INR,2.4,Lyft
10/03/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1,1599.98,Expense,INR,19.19976,Lyft
10/03/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR,3.552,Amazon
10/03/2017,Saving Bank account 1,Food,Milk,milk 1lit ,62.0,Expense,INR,0.744,Lyft
10/03/2017,Saving Bank account 1,Food,snacks,3 plate kachori,72.0,Expense,INR,0.864,Target
10/03/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Lyft
10/03/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR,12.0,Uber
9/03/2017,Cash,Food,beverage,2 orange juices,100.0,Expense,INR,1.2,eBay
9/03/2017,Saving Bank account 1,Food,Grocery,2 Schwan chutteny + 2 cheese cube + amul butter,100.0,Expense,INR,1.2,Starbucks
8/03/2017,Saving Bank account 1,Food,Ice cream,naturals,150.0,Expense,INR,1.8,Shell
7/03/2017,Cash,Food,fruits,1 kg apple + grapes 0.5 kg,190.0,Expense,INR,2.28,Amazon
7/03/2017,Cash,Food,Grocery,,105.0,Expense,INR,1.26,Home Depot
7/03/2017,Saving Bank account 1,Food,Ice cream,vanilla ice cream cups 2,20.0,Expense,INR,0.24,Lyft
